,country,year,sex,age,suicides_no,population,suicides_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capital,generation,ISO_code,countries,ECONOMIC FREEDOM
25984,United States,1986,male,15-24 years,4276,19715000,21.69,United States1986,0.845,4.59E+12,20588,Generation X,,,
25985,United States,1986,female,35-54 years,2299,28520000,8.06,United States1986,0.845,4.59E+12,20588,Silent,,,
25986,United States,1986,female,55-74 years,1696,21455000,7.9,United States1986,0.845,4.59E+12,20588,G.I. Generation,,,
25987,United States,1986,female,75+ years,521,7669000,6.79,United States1986,0.845,4.59E+12,20588,G.I. Generation,,,
25988,United States,1986,female,25-34 years,1261,21391000,5.9,United States1986,0.845,4.59E+12,20588,Boomers,,,
25989,United States,1986,female,15-24 years,844,19313000,4.37,United States1986,0.845,4.59E+12,20588,Generation X,,,
25990,United States,1986,male,5-14 years,199,17338000,1.15,United States1986,0.845,4.59E+12,20588,Generation X,,,
25991,United States,1986,female,5-14 years,56,16517000,0.34,United States1986,0.845,4.59E+12,20588,Generation X,,,
25992,United States,1987,male,75+ years,2532,4295000,58.95,United States1987,0.849,4.87E+12,21631,G.I. Generation,,,
25993,United States,1987,male,55-74 years,5482,18190000,30.14,United States1987,0.849,4.87E+12,21631,G.I. Generation,,,
25994,United States,1987,male,25-34 years,5370,21670000,24.78,United States1987,0.849,4.87E+12,21631,Boomers,,,
25995,United States,1987,male,35-54 years,6569,28222000,23.28,United States1987,0.849,4.87E+12,21631,Silent,,,
25996,United States,1987,male,15-24 years,4109,19327000,21.26,United States1987,0.849,4.87E+12,21631,Generation X,,,
25997,United States,1987,female,35-54 years,2270,29359000,7.73,United States1987,0.849,4.87E+12,21631,Silent,,,
25998,United States,1987,female,55-74 years,1596,21497000,7.42,United States1987,0.849,4.87E+12,21631,G.I. Generation,,,
25999,United States,1987,female,75+ years,504,7872000,6.4,United States1987,0.849,4.87E+12,21631,G.I. Generation,,,
26000,United States,1987,female,25-34 years,1285,21645000,5.94,United States1987,0.849,4.87E+12,21631,Boomers,,,
26001,United States,1987,female,15-24 years,815,18925000,4.31,United States1987,0.849,4.87E+12,21631,Generation X,,,
26002,United States,1987,male,5-14 years,199,17486000,1.14,United States1987,0.849,4.87E+12,21631,Generation X,,,
26003,United States,1987,female,5-14 years,52,16660000,0.31,United States1987,0.849,4.87E+12,21631,Generation X,,,
26004,United States,1988,male,75+ years,2548,4409000,57.79,United States1988,0.853,5.25E+12,23103,G.I. Generation,,,
26005,United States,1988,male,55-74 years,5198,18235000,28.51,United States1988,0.853,5.25E+12,23103,G.I. Generation,,,
26006,United States,1988,male,25-34 years,5463,21853000,25,United States1988,0.853,5.25E+12,23103,Boomers,,,
26007,United States,1988,male,35-54 years,6528,29147000,22.4,United States1988,0.853,5.25E+12,23103,Silent,,,
26008,United States,1988,male,15-24 years,4143,18897000,21.92,United States1988,0.853,5.25E+12,23103,Generation X,,,
26009,United States,1988,female,35-54 years,2209,30281000,7.3,United States1988,0.853,5.25E+12,23103,Silent,,,
26010,United States,1988,female,55-74 years,1504,21491000,7,United States1988,0.853,5.25E+12,23103,G.I. Generation,,,
26011,United States,1988,female,75+ years,519,8062000,6.44,United States1988,0.853,5.25E+12,23103,G.I. Generation,,,
26012,United States,1988,female,25-34 years,1247,21822000,5.71,United States1988,0.853,5.25E+12,23103,Boomers,,,
26013,United States,1988,female,15-24 years,786,18501000,4.25,United States1988,0.853,5.25E+12,23103,Generation X,,,
26014,United States,1988,male,5-14 years,181,17751000,1.02,United States1988,0.853,5.25E+12,23103,Generation X,,,
26015,United States,1988,female,5-14 years,62,16904000,0.37,United States1988,0.853,5.25E+12,23103,Generation X,,,
26016,United States,1989,male,75+ years,2462,4541000,54.22,United States1989,0.857,5.66E+12,24654,G.I. Generation,,,
26017,United States,1989,male,55-74 years,5185,18295000,28.34,United States1989,0.857,5.66E+12,24654,G.I. Generation,,,
26018,United States,1989,male,25-34 years,5339,21943000,24.33,United States1989,0.857,5.66E+12,24654,Boomers,,,
26019,United States,1989,male,35-54 years,6814,30135000,22.61,United States1989,0.857,5.66E+12,24654,Silent,,,
26020,United States,1989,male,15-24 years,4106,18459000,22.24,United States1989,0.857,5.66E+12,24654,Generation X,,,
26021,United States,1989,female,35-54 years,2159,31264000,6.91,United States1989,0.857,5.66E+12,24654,Silent,,,
26022,United States,1989,female,55-74 years,1432,21480000,6.67,United States1989,0.857,5.66E+12,24654,G.I. Generation,,,
26023,United States,1989,female,75+ years,491,8262000,5.94,United States1989,0.857,5.66E+12,24654,G.I. Generation,,,
26024,United States,1989,female,25-34 years,1226,21892000,5.6,United States1989,0.857,5.66E+12,24654,Boomers,,,
26025,United States,1989,female,15-24 years,764,18055000,4.23,United States1989,0.857,5.66E+12,24654,Generation X,,,
26026,United States,1989,male,5-14 years,184,18010000,1.02,United States1989,0.857,5.66E+12,24654,Generation X,,,
26027,United States,1989,female,5-14 years,56,17151000,0.33,United States1989,0.857,5.66E+12,24654,Generation X,,,
26028,United States,1990,male,75+ years,2653,4585900,57.85,United States1990,0.859,5.98E+12,26004,G.I. Generation,USA,United States,8.48
26029,United States,1990,male,55-74 years,5109,17861900,28.6,United States1990,0.859,5.98E+12,26004,G.I. Generation,USA,United States,8.48
26030,United States,1990,male,25-34 years,5339,21564300,24.76,United States1990,0.859,5.98E+12,26004,Boomers,USA,United States,8.48
26031,United States,1990,male,35-54 years,7260,30742000,23.62,United States1990,0.859,5.98E+12,26004,Silent,USA,United States,8.48
26032,United States,1990,male,15-24 years,4160,18915400,21.99,United States1990,0.859,5.98E+12,26004,Generation X,USA,United States,8.48
26033,United States,1990,female,55-74 years,1504,21296300,7.06,United States1990,0.859,5.98E+12,26004,G.I. Generation,USA,United States,8.48
26034,United States,1990,female,35-54 years,2175,31749500,6.85,United States1990,0.859,5.98E+12,26004,Silent,USA,United States,8.48
26035,United States,1990,female,75+ years,511,8447400,6.05,United States1990,0.859,5.98E+12,26004,G.I. Generation,USA,United States,8.48
26036,United States,1990,female,25-34 years,1211,21596400,5.61,United States1990,0.859,5.98E+12,26004,Boomers,USA,United States,8.48
26037,United States,1990,female,15-24 years,709,18097900,3.92,United States1990,0.859,5.98E+12,26004,Generation X,USA,United States,8.48
26038,United States,1990,male,5-14 years,195,17970800,1.09,United States1990,0.859,5.98E+12,26004,Generation X,USA,United States,8.48
26039,United States,1990,female,5-14 years,69,17124400,0.4,United States1990,0.859,5.98E+12,26004,Generation X,USA,United States,8.48
26040,United States,1991,male,75+ years,2673,4769000,56.05,United States1991,0.861,6.17E+12,26503,G.I. Generation,,,
26041,United States,1991,male,55-74 years,4983,17954000,27.75,United States1991,0.861,6.17E+12,26503,Silent,,,
26042,United States,1991,male,25-34 years,5361,21427000,25.02,United States1991,0.861,6.17E+12,26503,Boomers,,,
26043,United States,1991,male,35-54 years,7454,31995000,23.3,United States1991,0.861,6.17E+12,26503,Boomers,,,
26044,United States,1991,male,15-24 years,4073,18609000,21.89,United States1991,0.861,6.17E+12,26503,Generation X,,,
26045,United States,1991,female,35-54 years,2296,33017000,6.95,United States1991,0.861,6.17E+12,26503,Boomers,,,
26046,United States,1991,female,55-74 years,1342,21331000,6.29,United States1991,0.861,6.17E+12,26503,Silent,,,
26047,United States,1991,female,75+ years,511,8705000,5.87,United States1991,0.861,6.17E+12,26503,G.I. Generation,,,
26048,United States,1991,female,25-34 years,1153,21450000,5.38,United States1991,0.861,6.17E+12,26503,Boomers,,,
26049,United States,1991,female,15-24 years,678,17790000,3.81,United States1991,0.861,6.17E+12,26503,Generation X,,,
26050,United States,1991,male,5-14 years,208,18388000,1.13,United States1991,0.861,6.17E+12,26503,Millenials,,,
26051,United States,1991,female,5-14 years,58,17520000,0.33,United States1991,0.861,6.17E+12,26503,Millenials,,,
26052,United States,1992,male,75+ years,2573,4916700,52.33,United States1992,0.867,6.54E+12,27760,G.I. Generation,,,
26053,United States,1992,male,55-74 years,4818,18038900,26.71,United States1992,0.867,6.54E+12,27760,Silent,,,
26054,United States,1992,male,25-34 years,5102,21232500,24.03,United States1992,0.867,6.54E+12,27760,Boomers,,,
26055,United States,1992,male,35-54 years,7679,33165400,23.15,United States1992,0.867,6.54E+12,27760,Boomers,,,
26056,United States,1992,male,15-24 years,4044,18478000,21.89,United States1992,0.867,6.54E+12,27760,Generation X,,,
26057,United States,1992,female,35-54 years,2348,34156600,6.87,United States1992,0.867,6.54E+12,27760,Boomers,,,
26058,United States,1992,female,55-74 years,1325,21346900,6.21,United States1992,0.867,6.54E+12,27760,Silent,,,
26059,United States,1992,female,75+ years,549,8898100,6.17,United States1992,0.867,6.54E+12,27760,G.I. Generation,,,
26060,United States,1992,female,25-34 years,1070,21212300,5.04,United States1992,0.867,6.54E+12,27760,Boomers,,,
26061,United States,1992,female,15-24 years,649,17668700,3.67,United States1992,0.867,6.54E+12,27760,Generation X,,,
26062,United States,1992,male,5-14 years,232,18668200,1.24,United States1992,0.867,6.54E+12,27760,Millenials,,,
26063,United States,1992,female,5-14 years,82,17783300,0.46,United States1992,0.867,6.54E+12,27760,Millenials,,,
26064,United States,1993,male,75+ years,2649,5043500,52.52,United States1993,0.871,6.88E+12,28891,G.I. Generation,,,
26065,United States,1993,male,55-74 years,4797,18163000,26.41,United States1993,0.871,6.88E+12,28891,Silent,,,
26066,United States,1993,male,25-34 years,5218,20942000,24.92,United States1993,0.871,6.88E+12,28891,Boomers,,,
26067,United States,1993,male,35-54 years,7976,34205000,23.32,United States1993,0.871,6.88E+12,28891,Boomers,,,
26068,United States,1993,male,15-24 years,4119,18399400,22.39,United States1993,0.871,6.88E+12,28891,Generation X,,,
26069,United States,1993,female,35-54 years,2362,35236400,6.7,United States1993,0.871,6.88E+12,28891,Boomers,,,
26070,United States,1993,female,55-74 years,1304,21398900,6.09,United States1993,0.871,6.88E+12,28891,Silent,,,
26071,United States,1993,female,75+ years,519,9090400,5.71,United States1993,0.871,6.88E+12,28891,G.I. Generation,,,
26072,United States,1993,female,25-34 years,1089,20933400,5.2,United States1993,0.871,6.88E+12,28891,Boomers,,,
26073,United States,1993,female,15-24 years,730,17630000,4.14,United States1993,0.871,6.88E+12,28891,Generation X,,,
26074,United States,1993,male,5-14 years,233,18972100,1.23,United States1993,0.871,6.88E+12,28891,Millenials,,,
26075,United States,1993,female,5-14 years,88,18078200,0.49,United States1993,0.871,6.88E+12,28891,Millenials,,,
26076,United States,1994,male,75+ years,2629,5185500,50.7,United States1994,0.875,7.31E+12,30375,G.I. Generation,,,
26077,United States,1994,male,25-34 years,5295,20676800,25.61,United States1994,0.875,7.31E+12,30375,Boomers,,,
26078,United States,1994,male,55-74 years,4498,18273200,24.62,United States1994,0.875,7.31E+12,30375,Silent,,,
26079,United States,1994,male,15-24 years,4302,18347400,23.45,United States1994,0.875,7.31E+12,30375,Generation X,,,
26080,United States,1994,male,35-54 years,8199,35239700,23.27,United States1994,0.875,7.31E+12,30375,Boomers,,,
26081,United States,1994,female,35-54 years,2472,36290200,6.81,United States1994,0.875,7.31E+12,30375,Boomers,,,
26082,United States,1994,female,75+ years,514,9261000,5.55,United States1994,0.875,7.31E+12,30375,G.I. Generation,,,
26083,United States,1994,female,55-74 years,1179,21456100,5.49,United States1994,0.875,7.31E+12,30375,Silent,,,
26084,United States,1994,female,25-34 years,1059,20677400,5.12,United States1994,0.875,7.31E+12,30375,Boomers,,,
26085,United States,1994,female,15-24 years,654,17595500,3.72,United States1994,0.875,7.31E+12,30375,Generation X,,,
26086,United States,1994,male,5-14 years,234,19259500,1.21,United States1994,0.875,7.31E+12,30375,Millenials,,,
26087,United States,1994,female,5-14 years,88,18351800,0.48,United States1994,0.875,7.31E+12,30375,Millenials,,,
26088,United States,1995,male,75+ years,2580,5346600,48.25,United States1995,0.876,7.66E+12,31518,G.I. Generation,USA,United States,8.48
26089,United States,1995,male,25-34 years,5234,20432000,25.62,United States1995,0.876,7.66E+12,31518,Generation X,USA,United States,8.48
26090,United States,1995,male,55-74 years,4607,18386200,25.06,United States1995,0.876,7.66E+12,31518,Silent,USA,United States,8.48
26091,United States,1995,male,35-54 years,8545,36243300,23.58,United States1995,0.876,7.66E+12,31518,Boomers,USA,United States,8.48
26092,United States,1995,male,15-24 years,4132,18352000,22.52,United States1995,0.876,7.66E+12,31518,Generation X,USA,United States,8.48
26093,United States,1995,female,35-54 years,2454,37303100,6.58,United States1995,0.876,7.66E+12,31518,Boomers,USA,United States,8.48
26094,United States,1995,female,75+ years,516,9426600,5.47,United States1995,0.876,7.66E+12,31518,G.I. Generation,USA,United States,8.48
26095,United States,1995,female,55-74 years,1157,21504100,5.38,United States1995,0.876,7.66E+12,31518,Silent,USA,United States,8.48
26096,United States,1995,female,25-34 years,1058,20441200,5.18,United States1995,0.876,7.66E+12,31518,Generation X,USA,United States,8.48
26097,United States,1995,female,15-24 years,652,17594600,3.71,United States1995,0.876,7.66E+12,31518,Generation X,USA,United States,8.48
26098,United States,1995,male,5-14 years,260,19528500,1.33,United States1995,0.876,7.66E+12,31518,Millenials,USA,United States,8.48
26099,United States,1995,female,5-14 years,77,18606000,0.41,United States1995,0.876,7.66E+12,31518,Millenials,USA,United States,8.48
26100,United States,1996,male,75+ years,2586,5556200,46.54,United States1996,0.879,8.1E+12,32928,G.I. Generation,,,
26101,United States,1996,male,55-74 years,4613,18490700,24.95,United States1996,0.879,8.1E+12,32928,Silent,,,
26102,United States,1996,male,35-54 years,8984,37405100,24.02,United States1996,0.879,8.1E+12,32928,Boomers,,,
26103,United States,1996,male,25-34 years,4848,20191300,24.01,United States1996,0.879,8.1E+12,32928,Generation X,,,
26104,United States,1996,male,15-24 years,3724,18617800,20,United States1996,0.879,8.1E+12,32928,Generation X,,,
26105,United States,1996,female,35-54 years,2594,38357900,6.76,United States1996,0.879,8.1E+12,32928,Boomers,,,
26106,United States,1996,female,55-74 years,1118,21540200,5.19,United States1996,0.879,8.1E+12,32928,Silent,,,
26107,United States,1996,female,25-34 years,1013,20176900,5.02,United States1996,0.879,8.1E+12,32928,Generation X,,,
26108,United States,1996,female,75+ years,463,9635400,4.81,United States1996,0.879,8.1E+12,32928,G.I. Generation,,,
26109,United States,1996,female,15-24 years,634,17604000,3.6,United States1996,0.879,8.1E+12,32928,Generation X,,,
26110,United States,1996,male,5-14 years,225,19681500,1.14,United States1996,0.879,8.1E+12,32928,Millenials,,,
26111,United States,1996,female,5-14 years,77,18740800,0.41,United States1996,0.879,8.1E+12,32928,Millenials,,,
26112,United States,1997,male,75+ years,2566,5740700,44.7,United States1997,0.881,8.61E+12,34644,G.I. Generation,,,
26113,United States,1997,male,55-74 years,4514,18659400,24.19,United States1997,0.881,8.61E+12,34644,Silent,,,
26114,United States,1997,male,25-34 years,4684,19810400,23.64,United States1997,0.881,8.61E+12,34644,Generation X,,,
26115,United States,1997,male,35-54 years,8920,38339600,23.27,United States1997,0.881,8.61E+12,34644,Boomers,,,
26116,United States,1997,male,15-24 years,3559,18805800,18.93,United States1997,0.881,8.61E+12,34644,Generation X,,,
26117,United States,1997,female,35-54 years,2758,39291000,7.02,United States1997,0.881,8.61E+12,34644,Boomers,,,
26118,United States,1997,female,75+ years,499,9836300,5.07,United States1997,0.881,8.61E+12,34644,G.I. Generation,,,
26119,United States,1997,female,55-74 years,1095,21652100,5.06,United States1997,0.881,8.61E+12,34644,Silent,,,
26120,United States,1997,female,25-34 years,988,19799100,4.99,United States1997,0.881,8.61E+12,34644,Generation X,,,
26121,United States,1997,female,15-24 years,627,17773900,3.53,United States1997,0.881,8.61E+12,34644,Generation X,,,
26122,United States,1997,male,5-14 years,233,19860900,1.17,United States1997,0.881,8.61E+12,34644,Millenials,,,
26123,United States,1997,female,5-14 years,74,18917200,0.39,United States1997,0.881,8.61E+12,34644,Millenials,,,
26124,United States,1998,male,75+ years,2686,5948900,45.15,United States1998,0.884,9.09E+12,36164,G.I. Generation,,,
26125,United States,1998,male,35-54 years,9192,39000700,23.57,United States1998,0.884,9.09E+12,36164,Boomers,,,
26126,United States,1998,male,55-74 years,4466,19055300,23.44,United States1998,0.884,9.09E+12,36164,Silent,,,
26127,United States,1998,male,25-34 years,4404,19253800,22.87,United States1998,0.884,9.09E+12,36164,Generation X,,,
26128,United States,1998,male,15-24 years,3532,19041700,18.55,United States1998,0.884,9.09E+12,36164,Generation X,,,
26129,United States,1998,female,35-54 years,2776,40104100,6.92,United States1998,0.884,9.09E+12,36164,Boomers,,,
26130,United States,1998,female,75+ years,520,10057000,5.17,United States1998,0.884,9.09E+12,36164,G.I. Generation,,,
26131,United States,1998,female,55-74 years,1094,22016000,4.97,United States1998,0.884,9.09E+12,36164,Silent,,,
26132,United States,1998,female,25-34 years,961,19520600,4.92,United States1998,0.884,9.09E+12,36164,Generation X,,,
26133,United States,1998,female,15-24 years,603,18171800,3.32,United States1998,0.884,9.09E+12,36164,Generation X,,,
26134,United States,1998,male,5-14 years,241,20049800,1.2,United States1998,0.884,9.09E+12,36164,Millenials,,,
26135,United States,1998,female,5-14 years,83,19112800,0.43,United States1998,0.884,9.09E+12,36164,Millenials,,,
26136,United States,1999,male,75+ years,2549,6111376,41.71,United States1999,0.884,9.66E+12,38072,G.I. Generation,,,
26137,United States,1999,male,35-54 years,8873,39753404,22.32,United States1999,0.884,9.66E+12,38072,Boomers,,,
26138,United States,1999,male,25-34 years,4194,18826288,22.28,United States1999,0.884,9.66E+12,38072,Generation X,,,
26139,United States,1999,male,55-74 years,4306,19349103,22.25,United States1999,0.884,9.66E+12,38072,Silent,,,
26140,United States,1999,male,15-24 years,3326,19334049,17.2,United States1999,0.884,9.66E+12,38072,Generation X,,,
26141,United States,1999,female,35-54 years,2674,40861603,6.54,United States1999,0.884,9.66E+12,38072,Boomers,,,
26142,United States,1999,female,25-34 years,912,19109524,4.77,United States1999,0.884,9.66E+12,38072,Generation X,,,
26143,United States,1999,female,55-74 years,1061,22258230,4.77,United States1999,0.884,9.66E+12,38072,Silent,,,
26144,United States,1999,female,75+ years,469,10210401,4.59,United States1999,0.884,9.66E+12,38072,G.I. Generation,,,
26145,United States,1999,female,15-24 years,575,18439463,3.12,United States1999,0.884,9.66E+12,38072,Generation X,,,
26146,United States,1999,male,5-14 years,194,20219664,0.96,United States1999,0.884,9.66E+12,38072,Millenials,,,
26147,United States,1999,female,5-14 years,50,19275566,0.26,United States1999,0.884,9.66E+12,38072,Millenials,,,
26148,United States,2000,male,75+ years,2589,6106351,42.4,United States2000,0.883,1.03E+13,39218,G.I. Generation,USA,United States,8.62
26149,United States,2000,male,35-54 years,9263,40945028,22.62,United States2000,0.883,1.03E+13,39218,Boomers,USA,United States,8.62
26150,United States,2000,male,55-74 years,4153,19948630,20.82,United States2000,0.883,1.03E+13,39218,Silent,USA,United States,8.62
26151,United States,2000,male,25-34 years,3938,20120529,19.57,United States2000,0.883,1.03E+13,39218,Generation X,USA,United States,8.62
26152,United States,2000,male,15-24 years,3424,20078818,17.05,United States2000,0.883,1.03E+13,39218,Generation X,USA,United States,8.62
26153,United States,2000,female,35-54 years,2736,41881451,6.53,United States2000,0.883,1.03E+13,39218,Boomers,USA,United States,8.62
26154,United States,2000,female,55-74 years,1084,22717040,4.77,United States2000,0.883,1.03E+13,39218,Silent,USA,United States,8.62
26155,United States,2000,female,25-34 years,854,19771195,4.32,United States2000,0.883,1.03E+13,39218,Generation X,USA,United States,8.62
26156,United States,2000,female,75+ years,425,10494416,4.05,United States2000,0.883,1.03E+13,39218,G.I. Generation,USA,United States,8.62
26157,United States,2000,female,15-24 years,570,19105073,2.98,United States2000,0.883,1.03E+13,39218,Generation X,USA,United States,8.62
26158,United States,2000,male,5-14 years,244,21043474,1.16,United States2000,0.883,1.03E+13,39218,Millenials,USA,United States,8.62
26159,United States,2000,female,5-14 years,63,20034103,0.31,United States2000,0.883,1.03E+13,39218,Millenials,USA,United States,8.62
26160,United States,2001,male,75+ years,2549,6285825,40.55,United States2001,0.887,1.06E+13,40018,Silent,USA,United States,8.47
26161,United States,2001,male,35-54 years,9684,41638996,23.26,United States2001,0.887,1.06E+13,40018,Boomers,USA,United States,8.47
26162,United States,2001,male,55-74 years,4603,20451417,22.51,United States2001,0.887,1.06E+13,40018,Silent,USA,United States,8.47
26163,United States,2001,male,25-34 years,4199,20013572,20.98,United States2001,0.887,1.06E+13,40018,Generation X,USA,United States,8.47
26164,United States,2001,male,15-24 years,3409,20485156,16.64,United States2001,0.887,1.06E+13,40018,Millenials,USA,United States,8.47
26165,United States,2001,female,35-54 years,2893,42567863,6.8,United States2001,0.887,1.06E+13,40018,Boomers,USA,United States,8.47
26166,United States,2001,female,55-74 years,1146,23170384,4.95,United States2001,0.887,1.06E+13,40018,Silent,USA,United States,8.47
26167,United States,2001,female,25-34 years,871,19593734,4.45,United States2001,0.887,1.06E+13,40018,Generation X,USA,United States,8.47
26168,United States,2001,female,75+ years,412,10691894,3.85,United States2001,0.887,1.06E+13,40018,Silent,USA,United States,8.47
26169,United States,2001,female,15-24 years,562,19463211,2.89,United States2001,0.887,1.06E+13,40018,Millenials,USA,United States,8.47
26170,United States,2001,male,5-14 years,214,21032860,1.02,United States2001,0.887,1.06E+13,40018,Millenials,USA,United States,8.47
26171,United States,2001,female,5-14 years,65,20032634,0.32,United States2001,0.887,1.06E+13,40018,Millenials,USA,United States,8.47
26172,United States,2002,male,75+ years,2642,6470864,40.83,United States2002,0.889,1.1E+13,40845,Silent,USA,United States,8.42
26173,United States,2002,male,35-54 years,10101,42042827,24.03,United States2002,0.889,1.1E+13,40845,Boomers,USA,United States,8.42
26174,United States,2002,male,55-74 years,4890,21085316,23.19,United States2002,0.889,1.1E+13,40845,Silent,USA,United States,8.42
26175,United States,2002,male,25-34 years,4135,20202776,20.47,United States2002,0.889,1.1E+13,40845,Generation X,USA,United States,8.42
26176,United States,2002,male,15-24 years,3432,20821269,16.48,United States2002,0.889,1.1E+13,40845,Millenials,USA,United States,8.42
26177,United States,2002,female,35-54 years,3058,42957716,7.12,United States2002,0.889,1.1E+13,40845,Boomers,USA,United States,8.42
26178,United States,2002,female,55-74 years,1191,23790625,5.01,United States2002,0.889,1.1E+13,40845,Silent,USA,United States,8.42
26179,United States,2002,female,25-34 years,911,19725528,4.62,United States2002,0.889,1.1E+13,40845,Generation X,USA,United States,8.42
26180,United States,2002,female,75+ years,443,10856838,4.08,United States2002,0.889,1.1E+13,40845,Silent,USA,United States,8.42
26181,United States,2002,female,15-24 years,578,19768514,2.92,United States2002,0.889,1.1E+13,40845,Millenials,USA,United States,8.42
26182,United States,2002,male,5-14 years,199,21012559,0.95,United States2002,0.889,1.1E+13,40845,Millenials,USA,United States,8.42
26183,United States,2002,female,5-14 years,65,20024727,0.32,United States2002,0.889,1.1E+13,40845,Millenials,USA,United States,8.42
26184,United States,2003,male,75+ years,2499,6599131,37.87,United States2003,0.893,1.15E+13,42468,Silent,USA,United States,8.41
26185,United States,2003,male,35-54 years,10025,42177315,23.77,United States2003,0.893,1.15E+13,42468,Boomers,USA,United States,8.41
26186,United States,2003,male,55-74 years,4941,21773685,22.69,United States2003,0.893,1.15E+13,42468,Silent,USA,United States,8.41
26187,United States,2003,male,25-34 years,4156,20222486,20.55,United States2003,0.893,1.15E+13,42468,Generation X,USA,United States,8.41
26188,United States,2003,male,15-24 years,3381,21182602,15.96,United States2003,0.893,1.15E+13,42468,Millenials,USA,United States,8.41
26189,United States,2003,female,35-54 years,3058,42997878,7.11,United States2003,0.893,1.15E+13,42468,Boomers,USA,United States,8.41
26190,United States,2003,female,55-74 years,1237,24463095,5.06,United States2003,0.893,1.15E+13,42468,Silent,USA,United States,8.41
26191,United States,2003,female,25-34 years,909,19650112,4.63,United States2003,0.893,1.15E+13,42468,Generation X,USA,United States,8.41
26192,United States,2003,female,75+ years,414,10983008,3.77,United States2003,0.893,1.15E+13,42468,Silent,USA,United States,8.41
26193,United States,2003,female,15-24 years,607,20023561,3.03,United States2003,0.893,1.15E+13,42468,Millenials,USA,United States,8.41
26194,United States,2003,male,5-14 years,194,20976656,0.92,United States2003,0.893,1.15E+13,42468,Millenials,USA,United States,8.41
26195,United States,2003,female,5-14 years,56,19991981,0.28,United States2003,0.893,1.15E+13,42468,Millenials,USA,United States,8.41
26196,United States,2004,male,75+ years,2496,6726102,37.11,United States2004,0.895,1.23E+13,44867,Silent,USA,United States,8.42
26197,United States,2004,male,35-54 years,10145,42486552,23.88,United States2004,0.895,1.23E+13,44867,Boomers,USA,United States,8.42
26198,United States,2004,male,55-74 years,4989,22427063,22.25,United States2004,0.895,1.23E+13,44867,Silent,USA,United States,8.42
26199,United States,2004,male,25-34 years,4142,20336031,20.37,United States2004,0.895,1.23E+13,44867,Generation X,USA,United States,8.42
26200,United States,2004,male,15-24 years,3596,21438383,16.77,United States2004,0.895,1.23E+13,44867,Millenials,USA,United States,8.42
26201,United States,2004,female,35-54 years,3399,43240905,7.86,United States2004,0.895,1.23E+13,44867,Boomers,USA,United States,8.42
26202,United States,2004,female,55-74 years,1301,25115333,5.18,United States2004,0.895,1.23E+13,44867,Silent,USA,United States,8.42
26203,United States,2004,female,25-34 years,932,19695906,4.73,United States2004,0.895,1.23E+13,44867,Generation X,USA,United States,8.42
26204,United States,2004,female,75+ years,423,11104411,3.81,United States2004,0.895,1.23E+13,44867,Silent,USA,United States,8.42
26205,United States,2004,female,15-24 years,720,20262722,3.55,United States2004,0.895,1.23E+13,44867,Millenials,USA,United States,8.42
26206,United States,2004,male,5-14 years,187,20860278,0.9,United States2004,0.895,1.23E+13,44867,Millenials,USA,United States,8.42
26207,United States,2004,female,5-14 years,98,19890450,0.49,United States2004,0.895,1.23E+13,44867,Millenials,USA,United States,8.42
26208,United States,2005,male,75+ years,2610,6883241,37.92,United States2005,0.897,1.31E+13,47423,Silent,USA,United States,8.22
26209,United States,2005,male,35-54 years,10332,42835394,24.12,United States2005,0.897,1.31E+13,47423,Boomers,USA,United States,8.22
26210,United States,2005,male,55-74 years,5190,23156114,22.41,United States2005,0.897,1.31E+13,47423,Silent,USA,United States,8.22
26211,United States,2005,male,25-34 years,4066,20421260,19.91,United States2005,0.897,1.31E+13,47423,Generation X,USA,United States,8.22
26212,United States,2005,male,15-24 years,3498,21647159,16.16,United States2005,0.897,1.31E+13,47423,Millenials,USA,United States,8.22
26213,United States,2005,female,35-54 years,3209,43509335,7.38,United States2005,0.897,1.31E+13,47423,Boomers,USA,United States,8.22
26214,United States,2005,female,55-74 years,1364,25839240,5.28,United States2005,0.897,1.31E+13,47423,Silent,USA,United States,8.22
26215,United States,2005,female,25-34 years,924,19721652,4.69,United States2005,0.897,1.31E+13,47423,Generation X,USA,United States,8.22
26216,United States,2005,female,75+ years,450,11267059,3.99,United States2005,0.897,1.31E+13,47423,Silent,USA,United States,8.22
26217,United States,2005,female,15-24 years,714,20429690,3.49,United States2005,0.897,1.31E+13,47423,Millenials,USA,United States,8.22
26218,United States,2005,male,5-14 years,204,20675232,0.99,United States2005,0.897,1.31E+13,47423,Millenials,USA,United States,8.22
26219,United States,2005,female,5-14 years,68,19721304,0.34,United States2005,0.897,1.31E+13,47423,Millenials,USA,United States,8.22
26220,United States,2006,male,75+ years,2494,6986609,35.7,United States2006,0.901,1.39E+13,49666,Silent,USA,United States,8.18
26221,United States,2006,male,35-54 years,10641,43139910,24.67,United States2006,0.901,1.39E+13,49666,Boomers,USA,United States,8.18
26222,United States,2006,male,55-74 years,5431,23894147,22.73,United States2006,0.901,1.39E+13,49666,Silent,USA,United States,8.18
26223,United States,2006,male,25-34 years,4053,20564653,19.71,United States2006,0.901,1.39E+13,49666,Generation X,USA,United States,8.18
26224,United States,2006,male,15-24 years,3528,21844954,16.15,United States2006,0.901,1.39E+13,49666,Millenials,USA,United States,8.18
